"Notes","County","County Code","Sex","Sex Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Middlesex County, CT","09007","Male","M","2019","2019",12,79060,15.2,7.8,26.5
,"Middlesex County, CT","09007","Male","M","2021","2021",16,80802,19.8,11.3,32.2
,"Middlesex County, CT","09007","Male","M","2023","2023",13,Not Available,Not Available,Not Available,Not Available
,"Middlesex County, CT","09007","Male","M","2024 ","2024",22,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Female","F","2018","2018",22,444126,5.0,3.1,7.5
,"New Haven County, CT","09009","Female","F","2019","2019",18,442668,4.1,2.4,6.4
,"New Haven County, CT","09009","Female","F","2020","2020",32,441551,7.2,5.0,10.2
,"New Haven County, CT","09009","Female","F","2021","2021",46,445297,10.3,7.6,13.8
,"New Haven County, CT","09009","Female","F","2022","2022",55,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Female","F","2023","2023",47,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Female","F","2024 ","2024",50,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Male","M","2018","2018",65,413494,15.7,12.1,20.0
,"New Haven County, CT","09009","Male","M","2019","2019",82,412089,19.9,15.8,24.7
,"New Haven County, CT","09009","Male","M","2020","2020",108,410397,26.3,21.4,31.3
,"New Haven County, CT","09009","Male","M","2021","2021",147,418403,35.1,29.5,40.8
,"New Haven County, CT","09009","Male","M","2022","2022",151,Not Available,Not Available,Not Available,Not Available
,"New Haven County, CT","09009","Male","M","2023","2023",176,Not Available,Not Available,Not Available,Not Available
